Experience,Domain,Project_count,Education,Project_score,Cert_score,Skill_score,Final_score
16.0,Software Engineering,7.0,3,4.347312006763774,0,5.291502622129181,50.79258706504822
2.5,Software Engineering,8.0,4,4.597693880497545,0,4.358898943540674,36.78028342128332
3.0,Software Engineering,7.0,4,4.601463221688915,0,4.898979485566356,38.78024652245014
3.0,Software Engineering,4.0,3,2.8102286436538444,0,2.6457513110645907,24.948442413976593
6.0,Software Engineering,10.0,4,5.035276968455596,0,3.872983346207417,40.403039844889456
12.0,Software Engineering,7.0,4,4.514447433642044,0,3.872983346207417,44.8640158932971
3.0,Software Engineering,4.0,0,3.319103141540056,0,3.872983346207417,23.93904866501204
12.0,Software Engineering,4.0,4,3.4772071863769,0,2.6457513110645907,38.074431713993
3.0,Software Engineering,3.0,0,2.3418370007349822,0,4.242640687119285,22.315550928150955
0.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,32.78137117461026
3.0,Software Engineering,4.0,0,1.2,0,0.0,6.830627690311809
18.08,Software Engineering,9.0,3,5.251244859258147,0,6.48074069840786,59.1462826898336
2.5,Software Engineering,4.0,0,3.695487689938124,0,6.48074069840786,32.157167294075826
4.0,Software Engineering,7.0,3,3.2772549813552008,0,4.242640687119285,32.365632820851644
0.0,Software Engineering,5.0,3,1.5,0,5.385164807134504,26.625014721587583
6.0,Software Engineering,10.0,3,4.624417050974259,0,5.385164807134504,41.80434194234412
15.67,Software Engineering,3.0,3,2.649299579607568,0,6.244997998398398,48.250754091929984
0.0,Software Engineering,5.0,4,4.42670422476704,0,8.0,44.136741992176766
6.0,Software Engineering,5.0,3,1.5,0,5.385164807134504,32.86501472158758
3.08,Software Engineering,6.0,0,3.241837000734982,0,4.242640687119285,25.181721695884814
10.58,Software Engineering,9.0,3,5.178827466824035,0,8.426149773176359,56.929800422771834
14.42,Software Engineering,6.0,3,3.548969392724884,0,4.898979485566356,45.736977602848405
11.75,Software Engineering,4.0,3,3.102296179751173,0,6.782329983125268,47.10186368659796
4.0,Software Engineering,7.0,3,3.2772549813552008,0,4.242640687119285,32.365632820851644
3.0,Software Engineering,4.0,0,1.2,0,4.242640687119285,19.42559071229722
0.0,Software Engineering,5.0,3,1.5,0,5.385164807134504,26.625014721587583
3.0,Software Engineering,4.0,0,1.2,0,0.0,6.830627690311809
6.0,Software Engineering,10.0,3,4.624417050974259,0,5.385164807134504,41.80434194234412
11.33,Software Engineering,6.0,0,3.241837000734982,0,4.242640687119285,33.76172169588481
3.0,Software Engineering,4.0,0,1.2,0,0.0,6.830627690311809
0.0,Software Engineering,9.0,3,4.324417050974258,0,5.385164807134504,34.63668501976617
23.5,Software Engineering,4.0,0,1.2,0,2.6457513110645907,36.0049670948712
6.0,Software Engineering,9.0,3,4.324417050974258,0,5.385164807134504,40.87668501976617
6.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,39.02137117461026
6.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,39.02137117461026
3.0,Software Engineering,7.0,3,3.5418370007349824,0,4.242640687119285,32.026178618462765
6.5,Software Engineering,2.0,3,0.6,0,4.898979485566356,29.15872442750922
11.92,Software Engineering,8.0,3,4.897539892186379,0,6.557438524302,51.89771855722869
0.0,Software Engineering,6.0,3,3.424417050974258,0,5.385164807134504,31.853714252032308
6.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,39.02137117461026
21.5,Software Engineering,7.0,0,3.344795587027246,0,3.1622776601683795,41.53723128367533
0.0,Software Engineering,6.0,3,3.424417050974258,0,5.385164807134504,31.853714252032308
0.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,32.78137117461026
11.33,Software Engineering,6.0,0,3.241837000734982,0,4.242640687119285,33.76172169588481
15.0,Software Engineering,13.0,0,4.329180245481159,0,3.605551275463989,39.49956034060551
0.0,Software Engineering,2.0,0,0.6,0,0.0,1.8553138451559046
6.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,39.02137117461026
11.33,Software Engineering,4.0,0,2.6418370007349825,0,4.242640687119285,31.906407850728915
0.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,32.78137117461026
3.0,Software Engineering,7.0,3,3.813314140666603,0,4.242640687119285,32.744980939090595
0.0,Software Engineering,6.0,3,3.734130986110377,2,4.47213595499958,30.463284490346243
6.0,Software Engineering,5.0,3,1.5,0,5.385164807134504,32.86501472158758
0.0,Software Engineering,8.0,3,4.024417050974258,0,5.385164807134504,33.70902809718822
20.5,Software Engineering,7.0,3,4.998094743828942,0,7.874007874011811,64.86227727600034
17.83,Software Engineering,6.0,3,2.9772549813552,0,5.0990195135927845,48.363474539068704
0.0,Software Engineering,0.0,0,0.0,0,0.0,0.0
0.0,Software Engineering,6.0,3,4.613506340628747,0,7.615773105863909,41.624040256022205
14.92,Software Engineering,4.0,3,3.288181014166998,0,4.898979485566356,45.29980973321712
0.0,Software Engineering,5.0,3,1.5,0,5.385164807134504,26.625014721587583
0.0,Software Engineering,7.0,3,3.7244170509742585,0,5.385164807134504,32.78137117461026
12.5,Software Engineering,5.0,3,1.5,0,0.0,23.638284612889763
0.0,Software Engineering,7.0,3,4.019733454367412,0,5.385164807134504,33.5632937929638
0.0,Blockchain,1.0,4,2.113014044877945,4,8.888194417315589,41.114094717808875
0.0,Blockchain,0.0,0,0.0,0,5.656854249492381,16.79328402931388
0.83,Blockchain,10.0,0,5.908004916628846,0,7.615773105863909,40.44807610655703
10.0,Blockchain,7.0,3,4.960670195702146,0,9.38083151964686,58.31643557791404
7.08,Blockchain,8.0,4,5.392842694254824,0,9.433981132056603,58.715034807010845
7.5,Blockchain,8.0,4,5.622456296628948,8,8.774964387392123,59.80339566739134
12.0,Blockchain,6.0,4,4.3030824207410525,0,7.14142842854285,53.873948117366425
10.0,Blockchain,6.0,1,4.9949415090362,0,10.295630140987,56.989571175574696
0.0,Blockchain,4.0,3,3.522997102003976,0,7.615773105863909,38.469982880926054
8.0,Blockchain,6.0,4,5.064033042823924,0,10.198039027185567,60.80279300099167
9.17,Blockchain,7.0,4,5.3161604747150495,0,9.38083151964686,60.394483292471044
4.08,Blockchain,1.0,3,0.3,0,4.58257569495584,24.774971831165104
3.75,Blockchain,3.0,4,3.213351808937316,7,5.477225575051661,38.81816448468517
0.0,Blockchain,5.0,4,4.267864308845587,0,9.1104335791443,47.01267549315615
0.0,Blockchain,2.0,4,2.57470845947085,0,5.744562646538029,32.13749943188111
7.0,Blockchain,9.0,4,6.025503544371699,4,8.888194417315589,59.82003705820809
6.0,Blockchain,9.0,3,5.66349064282254,4,8.774964387392123,55.48537749789401
10.0,Blockchain,6.0,0,4.660670195702147,0,9.38083151964686,51.38877865533608
10.0,Blockchain,5.0,3,3.847176314854344,0,8.94427190999916,53.80552312628749
3.75,Blockchain,2.0,4,2.4416287877619505,4,4.47213595499958,32.90773453935063
10.0,Blockchain,5.0,3,4.397417859276579,0,9.848857801796104,57.94783167579471
36.5,Blockchain,9.0,4,4.906144649156582,0,4.47213595499958,61.46647815526156
4.0,Data Science,2.0,0,1.6955592060513012,0,5.385164807134504,24.902805689789236
0.0,Data Science,3.0,3,2.660406801556109,0,7.416198487095663,35.4602606979331
4.92,Data Science,5.0,1,3.158241848297848,0,4.0,28.020331684327953
10.0,Data Science,7.0,4,4.929601830384147,0,8.888194417315589,58.77170178182834
8.17,Data Science,2.0,4,0.6,0,8.0,42.10140387619509
14.5,Data Science,7.0,4,4.430493958283596,0,8.717797887081348,61.62434168343585
6.75,Data Science,4.0,3,4.307580697510433,0,9.273618495495704,52.488941779533185
17.5,Data Science,5.0,4,4.547937071616085,0,10.198039027185567,69.18296898684336
18.5,Data Science,2.0,5,2.7676724084236053,0,10.246950765959598,67.25448398036032
15.0,Data Science,4.0,4,2.9133141406666025,0,7.483314773547883,54.06247376818995
4.83,Data Science,3.0,3,2.6133141406666027,0,8.831760866327848,44.56109651419363
5.0,Data Science,3.0,3,2.6133141406666027,0,8.831760866327848,44.73789651419363
4.75,Data Science,7.0,4,5.127043727162178,0,11.04536101718726,60.23837453875118
6.0,Data Science,5.0,0,5.187543692111571,0,10.488088481701515,51.777542985829164
17.0,Data Science,4.0,4,4.068448482571061,4,8.602325267042627,63.52293838465039
4.67,Data Science,1.0,3,1.9102286436538445,0,7.3484692283495345,37.863048115213324
8.75,Data Science,3.0,4,2.5869896845873583,0,6.928203230275509,44.91717826072524
0.0,Data Science,5.0,3,4.138201165800227,0,6.708203932499369,37.537954440984656
10.83,Data Science,3.0,4,2.112435565298214,0,3.0,34.16237509589191
0.0,Data Science,7.0,3,4.244721488198614,0,7.745966692414834,41.167425886448434
6.0,Data Science,4.0,4,3.6197515708837535,0,7.211102550927978,45.764834273888496
13.5,Data Science,3.0,3,2.7614035639307457,0,9.486832980505138,55.9146867921034
0.0,Data Science,5.0,5,4.895802573119107,0,10.677078252031311,55.32613341849243
20.33,Data Science,7.0,3,4.905696788449298,0,9.746794344808963,70.00049965679291
0.0,Data Science,3.0,3,2.968265116291723,0,10.099504938362076,44.241218997225644
9.08,Data Science,3.0,4,3.0096308370215032,0,7.874007874011811,49.187197984204786
4.5,Data Science,5.0,4,3.705633601220973,0,7.54983443527075,45.57114156968752
0.0,Data Science,3.0,3,2.660406801556109,0,9.1104335791443,40.48987077066153
10.75,Data Science,3.0,3,3.445969418505797,0,8.48528137423857,51.89397536708655
0.0,Data Science,3.0,3,2.660406801556109,0,9.1104335791443,40.48987077066153
12.0,Data Science,4.0,4,2.9133141406666025,0,7.483314773547883,50.942473768189956
8.5,Data Science,6.0,0,4.942695013867393,0,8.06225774829855,46.66110967602233
0.0,Data Science,4.0,4,2.9133141406666025,0,6.708203932499369,36.161432246906976
1.0,Data Science,4.0,4,3.978374800435642,0,6.164414002968976,38.40711350629663
4.0,Data Science,3.0,4,2.44935468758045,0,8.831760866327848,45.26377364330703
12.0,Data Science,4.0,4,3.1048385732578376,0,6.708203932499369,49.14854016265334
5.0,Data Science,3.0,4,3.582903757043831,0,10.583005244258365,54.503974192281206
10.0,Data Science,7.0,4,5.065345527014595,0,9.848857801796104,61.98300068377287
8.83,Data Science,6.0,4,5.171241235661034,0,10.63014581273465,63.23263166122583
5.0,Data Science,5.0,4,4.555575328223689,0,9.16515138991168,53.13689963647055
8.67,Software Engineering,4.0,3,4.260885835715827,0,10.44030650891055,57.825607179590705
18.17,Software Engineering,10.0,4,5.683484068237022,0,7.3484692283495345,65.09366742185212
10.5,Software Engineering,5.0,3,4.503088472175369,0,10.862780491200215,61.75761354664322
11.0,Software Engineering,6.0,3,4.885174602881378,0,10.63014581273465,62.732000079516965
6.42,Software Engineering,6.0,3,3.679744729997856,0,5.477225575051661,39.479854148202136
22.17,Software Engineering,11.0,3,5.315030116379086,0,6.4031242374328485,63.60501949073111
5.5,Software Engineering,8.0,4,5.421919813563733,14,10.954451150103322,65.16258404318668
3.25,Software Engineering,8.0,3,5.377821729981733,4,9.746794344808963,54.620699583892744
14.33,Software Engineering,10.0,3,6.2971725446662425,0,11.224972160321824,72.23298225413448
5.0,Software Engineering,6.0,4,1.7999999999999998,0,3.1622776601683795,28.15367269921957
14.75,Software Engineering,11.0,0,6.334023043643528,5,10.63014581273465,66.38484839197585
4.08,Software Engineering,5.0,4,4.605493539530968,4,10.246950765959598,56.523766237863015
11.5,Software Engineering,11.0,4,6.749861347595395,0,11.31370849898476,72.88514836704609
1.33,Software Engineering,6.0,3,5.194710632730907,0,10.198039027185567,52.21199397515418
16.5,Software Engineering,13.0,3,6.187395424965445,0,10.583005244258365,72.69333809168522
14.33,Software Engineering,10.0,3,6.388508566081274,0,11.224972160321824,72.47481677532684
7.42,Software Engineering,3.0,3,3.054378476022677,0,6.708203932499369,42.11840134415512
14.67,Software Engineering,11.0,4,6.332227887134518,0,9.486832980505138,69.65278676866743
4.92,Software Engineering,8.0,3,4.932504901002986,0,8.54400374531753,50.60773619483345
12.92,Software Engineering,6.0,4,4.6717880194182495,5,7.874007874011811,59.231766847571805
8.0,Software Engineering,5.0,4,3.164889961003809,0,4.0,37.24113419348229
14.33,Software Engineering,10.0,3,6.129105980264027,0,10.295630140987,69.02908315417274
7.33,Software Engineering,4.0,3,3.933987620615934,0,7.810249675906654,47.75871615216394
14.83,Software Engineering,5.0,3,3.419435597627364,0,9.327379053088816,58.833489985483034
9.5,Software Engineering,9.0,4,5.785529797468417,0,8.246211251235321,58.87881714754013
7.08,Software Engineering,4.0,3,3.933987620615934,0,7.810249675906654,47.49871615216394
4.75,Software Engineering,11.0,3,6.259412941311032,5,10.099504938362076,60.21200684090551
6.0,Software Engineering,6.0,0,5.326137232327413,5,10.770329614269007,54.36571502803467
0.0,Software Engineering,4.0,0,3.7589376671208585,0,7.3484692283495345,32.301158738510765
14.33,Software Engineering,10.0,3,5.998476753750706,0,9.539392014169456,66.43819540816843
6.0,Software Engineering,7.0,4,4.556161511524445,0,7.810249675906654,50.42287414603307
12.25,Software Engineering,8.0,0,5.496116650444511,0,8.426149773176359,53.37336803331154
3.0,Software Engineering,3.0,3,3.054378476022677,0,6.708203932499369,37.52160134415512
0.0,Software Engineering,0.0,3,0.0,0,6.4031242374328485,25.00870682744617
3.42,Software Engineering,8.0,3,5.669642369082671,0,11.135528725660045,58.69284825714396
6.0,Software Engineering,6.0,0,5.326137232327413,5,10.770329614269007,54.36571502803467
18.75,Software Engineering,11.0,0,5.562690434198897,0,7.874007874011811,59.070516193489354
8.17,Software Engineering,8.0,4,5.2968446665555255,5,7.0,53.618791001191305
2.0,Software Engineering,3.0,1,3.27973630406984,0,10.392304845413264,44.01513910916881
0.0,Software Engineering,9.0,4,6.113826677257865,0,9.591663046625438,53.86225428111847
18.67,Software Engineering,9.0,3,5.16832927627231,0,7.54983443527075,62.71412049828539
3.17,Software Engineering,8.0,4,5.428065393938853,4,10.0,57.42221382669238
4.0,Software Engineering,8.0,3,5.911889298578371,10,11.090536506409418,62.30388976753025
5.0,Software Engineering,7.0,3,3.2772549813552008,0,4.795831523312719,35.047869022260514
6.0,Software Engineering,4.0,3,3.878042098138972,0,7.810249675906654,46.22738665811039
13.33,Software Engineering,2.0,3,2.4913687924557246,0,8.06225774829855,50.66048886735177
6.0,Software Engineering,5.0,3,4.484688684749966,0,7.810249675906654,47.96696563837653
13.0,Software Engineering,6.0,3,4.779228250144925,0,8.831760866327848,59.1926854123149
13.5,Software Engineering,5.0,0,4.246875251852215,0,7.874007874011811,49.32657273207542
0.0,Software Engineering,5.0,3,4.680768699320941,0,10.0,48.7467625176939
4.0,Software Engineering,5.0,3,3.8674316980062735,4,9.486832980505138,50.229834249651404
0.0,Software Engineering,5.0,3,4.636268160820226,0,7.810249675906654,42.128309483336345
3.92,Software Engineering,7.0,3,5.038368160498255,4,8.18535277187245,49.64998856047211
3.92,Data Science,8.0,4,4.754509962710401,0,5.385164807134504,41.71892817096258
0.0,Data Science,8.0,0,5.043804769900106,0,5.5677643628300215,30.950183362254062
5.75,Data Science,5.0,4,3.934031223783757,0,7.681145747868608,47.86569910668958
7.0,Data Science,8.0,4,4.84769278972998,0,3.741657386773941,40.28983576372125
14.5,Data Science,5.0,4,4.030464377126313,0,5.5677643628300215,50.94711610253862
19.33,Data Science,13.0,3,5.550104417746876,0,5.744562646538029,59.58545675522027
0.0,Data Science,1.0,4,0.3,0,6.324555320336759,27.70311925008166
12.0,Data Science,6.0,4,4.449448597032245,0,6.782329983125268,53.19544683111218
0.0,Data Science,3.0,0,2.20284680274294,0,3.4641016151377544,16.516321507398246
13.08,Data Science,6.0,3,4.445591280091396,0,5.477225575051661,48.434020749805164
8.5,Data Science,6.0,0,3.7205492948159895,0,5.291502622129181,35.19974570851802
3.17,Data Science,10.0,4,5.3545099627104005,0,6.244997998398398,45.34679549582351
11.5,Data Science,7.0,4,4.298099487197463,0,5.196152422706632,47.699222405213824
5.08,Data Science,8.0,0,4.84769278972998,0,5.385164807134504,35.17205256300975
0.0,Data Science,2.0,4,2.7,0,6.708203932499369,35.329964067403886
12.5,Data Science,4.0,3,2.3772549813552004,0,2.8284271247461903,34.224341045789316
6.0,Data Science,7.0,4,4.573416235366967,0,4.0,39.15721967947393
9.92,Data Science,5.0,3,4.492425631047636,0,9.591663046625438,57.352663952349495
7.0,Data Science,7.0,4,4.202282422656057,0,7.483314773547883,49.55533347543106
6.92,Data Science,7.0,3,4.376151795291286,0,9.055385138137416,52.59943966893194
15.0,Data Science,4.0,3,3.716833099906725,0,8.306623862918075,56.634113107536095
7.25,Data Science,5.0,4,4.184903065659629,0,8.18535277187245,51.58676370238139
14.5,Data Science,7.0,3,4.286299687237322,0,8.831760866327848,59.58086946121504
4.5,Data Science,9.0,0,5.183279719460993,0,4.47213595499958,32.88026123442743
8.42,Data Science,3.0,3,3.19677681074818,0,5.916079783099616,41.183887594708224
7.0,Data Science,7.0,4,5.06269238030136,0,7.745966692414834,52.61320446949069
3.17,Data Science,9.0,3,5.686526418719286,0,8.306623862918075,50.21282599657057
4.5,Data Science,9.0,0,5.119751570883754,0,6.6332495807108,39.1276691636551
9.08,Data Science,4.0,3,3.723297488071987,0,6.782329983125268,45.9693169804346
6.0,Data Science,5.0,0,4.161168169934869,0,5.477225575051661,34.18440746405967
7.0,Software Engineering,13.0,0,6.4429791141329,0,11.269427669584644,59.52781426065184
14.5,Software Engineering,11.0,3,6.169689133208431,0,9.797958971132712,67.96925322075211
11.0,Software Engineering,10.0,3,6.113278210158753,0,8.660254037844387,60.66909757738632
3.0,Software Engineering,1.0,3,0.3,0,4.69041575982343,23.97191245335341
11.5,Software Engineering,9.0,0,5.698234022501662,0,7.745966692414834,51.242623530647236
0.0,Software Engineering,6.0,3,4.753655899560453,0,8.660254037844387,45.09583066481463
9.5,Software Engineering,8.0,3,5.274468870464807,0,7.3484692283495345,52.72723268868537
18.08,Software Engineering,8.0,0,5.343426815202923,0,7.681145747868608,56.82061965616163
15.17,Software Engineering,2.0,3,2.55447114238692,9,6.324555320336759,49.832517948978975
16.33,Software Engineering,7.0,4,4.340288806535543,0,5.196152422706632,52.83412897709519
0.0,Software Engineering,2.0,3,1.8124355652982136,0,4.47213595499958,24.341791143364688
6.0,Software Engineering,5.0,3,3.383850826548761,0,5.291502622129181,37.574920589160726
16.83,Software Engineering,12.0,4,6.089541309853736,0,11.135528725660045,76.28436703632156
18.25,Software Engineering,10.0,3,5.819368957446527,0,6.6332495807108,61.41341114229672
5.0,Software Engineering,4.0,4,3.616377266429813,0,5.916079783099616,40.87141606139393
7.5,Software Engineering,5.0,3,4.460400806038062,0,7.810249675906654,49.462657521731266
0.0,Software Engineering,0.0,3,0.0,0,5.477225575051661,22.26002734341591
7.0,Software Engineering,10.0,3,5.79183385977317,0,8.717797887081348,55.82882300587958
11.58,Software Engineering,4.0,3,3.38481397824145,0,4.58257569495584,41.14277353566084
16.5,Software Engineering,7.0,0,5.072875432878231,0,8.717797887081348,57.405204211983396
10.5,Software Engineering,6.0,0,4.285300811768538,0,5.477225575051661,39.326412416072124
18.08,Software Engineering,8.0,0,5.120021978157615,0,7.681145747868608,56.229100549440176
11.5,Software Engineering,4.0,0,4.104968385062584,0,8.246211251235321,47.8424519040461
8.58,Software Engineering,8.0,3,5.467279452573205,0,8.54400374531753,55.830082998966574
9.75,Software Engineering,6.0,4,4.459366497769583,0,6.324555320336759,49.522729001722176
9.92,Software Engineering,5.0,3,3.843491990657744,0,6.082762530298219,45.21771595108945
19.58,Software Engineering,6.0,4,4.7099991042885065,0,7.810249675906654,64.82006357551674
12.0,Software Engineering,10.0,3,5.849381259626325,0,7.071067811865476,56.29261009333101
3.0,Software Engineering,8.0,3,5.306698115850431,0,7.071067811865476,45.22905668470894
9.5,Software Engineering,5.0,4,4.455969923297195,0,5.916079783099616,47.90777690374834
0.0,Software Engineering,11.0,0,5.599991816606973,0,5.656854249492381,33.0873026943397
4.0,Software Engineering,5.0,3,3.383850826548761,0,5.291502622129181,35.49492058916072
12.08,Software Engineering,5.0,3,4.211088342345192,0,6.928203230275509,50.94724451111714
0.0,Software Engineering,1.0,0,2.0146428199482243,0,8.06225774829855,29.40170658212415
9.5,Software Engineering,7.0,3,5.129765779295023,0,7.3484692283495345,52.210762426176125
15.5,Software Engineering,3.0,4,2.5517277432393963,0,6.244997998398398,49.81560872101947
0.0,Software Engineering,8.0,3,5.298214356397429,0,7.071067811865476,42.08659385051228
0.0,Software Engineering,3.0,4,3.113594362117865,0,11.0,49.299278623243126
0.0,Software Engineering,10.0,4,6.204315631396952,5,9.539392014169456,55.330004328495264
14.67,Software Engineering,3.0,3,4.06285219165861,0,10.954451150103322,64.93425247166061
9.5,Software Engineering,8.0,3,5.24214494235901,0,7.071067811865476,51.81813632315948
12.5,Software Engineering,4.0,3,2.33860359318845,0,8.48528137423857,50.91528604384352
15.08,Software Engineering,6.0,0,4.556305511532578,0,7.280109889280518,50.159316644346944
9.5,Software Engineering,8.0,3,5.064167388393022,0,5.196152422706632,45.78090842148966
3.83,Software Engineering,9.0,3,5.6566757822222735,0,8.602325267042627,51.69802641530119
0.0,Software Engineering,5.0,3,4.545458846025504,0,6.928203230275509,39.26937243985339
6.0,Software Engineering,6.0,3,4.439082934935737,0,5.477225575051661,41.05358830952488
3.0,Software Engineering,5.0,3,3.383850826548761,0,5.291502622129181,34.45492058916073
0.0,Software Engineering,3.0,0,1.9467441468548543,0,5.385164807134504,21.54121276893349
16.08,Software Engineering,3.0,0,2.813464558843407,0,4.47213595499958,37.84879428700051
6.5,Software Engineering,2.0,4,2.9377373003374627,0,10.954451150103322,55.325101475704656
11.42,Software Engineering,6.0,3,4.731472016833038,0,8.426149773176359,56.2189171337552
9.5,Software Engineering,8.0,3,5.064167388393022,0,7.071067811865476,51.34689709158868
0.0,Software Engineering,4.0,3,4.293797007816551,0,9.327379053088816,45.5920429642779
20.58,Software Engineering,9.0,3,5.921761911969007,0,10.198039027185567,74.55704058078518
0.0,Software Engineering,10.0,0,6.529963400619391,0,10.908712114635714,51.00728420450261
6.83,Software Engineering,6.0,3,4.545159161106843,0,10.44030650891055,56.93135720676102
18.5,Software Engineering,6.0,3,4.3238858928247925,0,4.47213595499958,50.76480527126631
11.5,Software Engineering,6.0,4,4.755969923297195,0,6.6332495807108,53.044468016947505
10.58,Software Engineering,8.0,0,5.286568659283299,0,7.14142842854285,47.26783584727166
0.0,Software Engineering,2.0,0,1.8124355652982136,0,7.071067811865476,26.05713944831661
9.5,Software Engineering,8.0,3,5.298214356397429,0,7.071067811865476,51.966593850512275
12.42,Cybersecurity,7.0,0,4.608307361642014,0,5.0990195135927845,41.18901914225338
3.92,Cybersecurity,8.0,0,5.2182412431118745,0,6.855654600401044,39.31215656143715
7.0,Cybersecurity,3.0,3,2.0386035931884496,0,2.6457513110645907,26.932042481854147
6.5,Cybersecurity,4.0,3,3.753681811932287,4,7.745966692414834,47.22727789273715
8.83,Cybersecurity,6.0,3,4.656726155868945,4,7.14142842854285,50.5135066540353
15.5,Cybersecurity,5.0,3,3.582733984527513,0,6.4031242374328485,51.28154055377473
9.5,Cybersecurity,10.0,4,5.951502379061919,0,7.3484692283495345,56.786511643977825
4.17,Cybersecurity,8.0,0,5.091648535507355,0,6.855654600401044,39.23697131518176
0.0,Cybersecurity,4.0,4,2.554035494187368,5,9.539392014169456,44.8649922607064
5.33,Cybersecurity,3.0,1,2.965245672223481,0,5.744562646538029,32.84807583377197
3.58,Cybersecurity,10.0,3,5.444537677730707,9,7.874007874011811,51.09754445483282
13.0,Cybersecurity,4.0,4,2.610454816002436,0,7.14142842854285,50.16563466986476
7.0,Cybersecurity,9.0,0,4.93457741704574,0,4.47213595499958,34.82176088273448
4.5,Cybersecurity,4.0,3,2.8102286436538444,0,2.6457513110645907,26.508442413976592
0.0,Cybersecurity,3.0,3,3.229124991883021,0,8.0,38.699190543279265
14.33,Cybersecurity,8.0,3,4.818523191384558,5,7.745966692414834,58.97323998107955
21.08,Cybersecurity,4.0,0,3.443550812376708,0,7.416198487095663,53.59035990316792
25.75,Cybersecurity,2.0,1,0.6,4,6.324555320336759,49.63077617265961
6.0,Cybersecurity,6.0,3,4.582459015838506,0,7.937253933193772,48.73620252376887
8.42,Cybersecurity,7.0,4,3.0212518090667446,0,4.795831523312719,39.92683782669326
3.58,Cybersecurity,11.0,1,5.506487518030734,0,5.916079783099616,39.33247992512625
6.0,Cybersecurity,5.0,3,1.5,0,3.741657386773941,27.985997922299074
3.83,Cybersecurity,7.0,4,4.694217127851381,9,7.54983443527075,50.00852562015808
11.5,Cybersecurity,8.0,0,4.6772071863769,0,4.123105625617661,37.650823916170815
4.0,Cybersecurity,6.0,0,4.353761252386835,0,6.164414002968976,34.787707885855546
9.5,Cybersecurity,10.0,4,5.902958815320464,0,7.3484692283495345,56.657980651358365
5.75,Cybersecurity,4.0,4,3.729673639760215,0,5.0990195135927845,39.52582083693168
0.5,Cybersecurity,2.0,3,0.6,0,4.0,20.2499588606755
14.08,Cybersecurity,5.0,3,3.110228643653844,0,3.605551275463989,40.24862030234234
6.08,Cybersecurity,4.0,3,3.04162878776195,0,7.0,41.6906204299754
9.92,Cybersecurity,7.0,1,4.5466884399187215,0,6.244997998398398,43.82788985764703
3.75,Cybersecurity,8.0,3,5.025346496461799,10,7.810249675906654,49.95848981688348
4.92,Cybersecurity,7.0,3,4.88333990088822,0,7.810249675906654,48.16595918790876
7.0,Cybersecurity,7.0,0,4.530858379935606,5,6.0,39.27185982564443
3.75,Cybersecurity,8.0,3,5.139320982925822,0,7.0,45.354908408618705
0.0,Cybersecurity,3.0,3,3.317766393807505,0,6.557438524302,34.65141403914257
14.33,Cybersecurity,8.0,3,4.818523191384558,0,7.745966692414834,57.72323998107955
17.5,Cybersecurity,7.0,4,4.44318075491938,0,5.5677643628300215,55.426550617700705
0.0,Cybersecurity,3.0,3,3.229124991883021,0,8.0,38.699190543279265
11.0,Cybersecurity,6.0,4,3.770430766992598,0,4.242640687119285,42.81810335477175
12.25,Cybersecurity,3.0,3,2.752640986472171,0,4.358898943540674,39.3683866308553
0.0,Cybersecurity,3.0,3,3.5885368786154617,12,8.0,42.65082167623424
12.0,Cybersecurity,4.0,4,2.9001470371492912,5,3.741657386773941,41.04989732236122
8.42,Cybersecurity,7.0,0,3.59486928754135,0,3.3166247903554,29.054367093269253
12.5,Cybersecurity,1.0,4,0.3,0,3.605551275463989,32.63131729292515
8.42,Cybersecurity,7.0,4,3.0212518090667446,0,4.795831523312719,39.92683782669326
5.0,Cybersecurity,7.0,4,4.6374101652096185,0,4.898979485566356,40.95542487311594
0.0,Cybersecurity,6.0,4,3.9802266490809526,4,4.47213595499958,33.61488312470731
14.33,Cybersecurity,8.0,3,4.818523191384558,0,6.48074069840786,53.967212595269366
0.0,Cybersecurity,3.0,3,3.2473831004731606,12,8.0,41.747533364439725
14.33,Cybersecurity,8.0,3,4.818523191384558,0,7.745966692414834,57.72323998107955
3.92,Cybersecurity,7.0,4,4.278002762979375,0,5.656854249492381,41.13047906094112
15.17,Cybersecurity,2.0,3,2.0213802294082512,0,5.196152422706632,42.821183030048914
14.33,Cybersecurity,8.0,3,4.818523191384558,0,7.14142842854285,55.928570660634975
3.5,Cybersecurity,9.0,3,5.507582692835717,9,7.14142842854285,48.87315804862095
4.5,Cybersecurity,5.0,0,3.3551391270069337,0,4.123105625617661,26.470324429022742
12.33,Cybersecurity,5.0,3,3.423218535586692,4,7.615773105863909,52.16232798423852
8.0,Cybersecurity,7.0,3,3.921191889663004,0,4.898979485566356,40.17906130206668
14.33,Cybersecurity,8.0,3,4.818523191384558,0,7.745966692414834,57.72323998107955
9.67,Cybersecurity,1.0,0,1.4772549813552005,0,6.48074069840786,33.34065207120449
